epoch,total_steps,train_loss,val_loss
1,6200,0.445312,0.543720
1,6250,0.349609,0.543119
1,6300,0.636719,0.543119
1,6350,0.640625,0.542969
1,6400,0.378906,0.543419
1,6450,0.617188,0.542218
1,6500,0.960938,0.542819
1,6550,0.566406,0.542518
1,6600,0.382812,0.543119
1,6650,0.523438,0.544020
1,6682,0.603264,0.543570
2,6700,0.761719,0.542067
2,6750,0.539062,0.542368
2,6800,0.722656,0.541617
2,6850,0.421875,0.541767
2,6900,0.474609,0.542218
2,6950,0.585938,0.541767
2,7000,0.695312,0.541617
2,7050,0.503906,0.542969
2,7100,0.871094,0.542368
2,7150,0.562500,0.541767
2,7200,0.458984,0.542668
2,7250,0.554688,0.542067
2,7300,0.664062,0.543119
2,7350,0.429688,0.542518
2,7400,0.486328,0.543119
2,7450,0.699219,0.541617
2,7500,0.531250,0.543269
2,7550,0.656250,0.542819
2,7600,0.349609,0.542067
2,7650,0.968750,0.542518
2,7700,0.373047,0.541466
2,7750,0.882812,0.542969
2,7800,0.679688,0.541767
2,7850,0.503906,0.541316
2,7900,0.730469,0.542668
2,7950,0.964844,0.543119
2,8000,0.445312,0.541917
2,8050,0.781250,0.542368
2,8100,0.484375,0.541617
2,8150,0.640625,0.541617
2,8200,0.734375,0.541316
2,8250,0.396484,0.542218
2,8300,0.781250,0.541617
2,8350,0.449219,0.541917
2,8400,0.652344,0.541617
2,8450,1.289062,0.541917
2,8500,0.437500,0.541617
2,8550,0.425781,0.541466
2,8600,0.507812,0.541166
2,8650,0.328125,0.541316
2,8700,0.523438,0.540865
2,8750,0.625000,0.540715
2,8800,0.515625,0.540264
2,8850,0.398438,0.539814
2,8900,0.761719,0.541466
2,8950,0.589844,0.540415
2,9000,0.625000,0.539513
2,9050,0.335938,0.540865
2,9100,0.503906,0.539964
2,9150,0.609375,0.540114
2,9200,0.636719,0.540565
2,9250,0.667969,0.539814
2,9300,0.703125,0.540114
2,9350,0.847656,0.540565
2,9400,0.353516,0.540715
2,9450,0.574219,0.539363
2,9500,0.578125,0.539814
2,9550,0.558594,0.539363
2,9600,0.523438,0.539213
2,9650,0.718750,0.538462
2,9700,0.433594,0.538912
2,9750,0.562500,0.537710
2,9800,0.546875,0.537260
2,9850,0.412109,0.536959
2,9900,0.535156,0.538011
2,9950,0.511719,0.537260
2,10000,0.384766,0.538161
2,10050,0.765625,0.538912
2,10100,0.617188,0.538912
2,10150,0.449219,0.539814
2,10200,0.601562,0.538912
2,10250,0.470703,0.538912
2,10300,0.722656,0.539513
2,10350,0.429688,0.538462
2,10400,0.753906,0.538612
2,10450,0.757812,0.538762
2,10500,0.378906,0.539062
2,10550,0.464844,0.538462
2,10600,0.605469,0.538161
2,10650,0.804688,0.538011
2,10700,0.441406,0.538161
2,10750,0.355469,0.538011
2,10800,0.400391,0.538912
2,10850,0.535156,0.537861
2,10900,0.507812,0.538161
2,10950,0.486328,0.537710
2,11000,0.451172,0.539814
2,11050,0.439453,0.538311
2,11100,0.478516,0.538462
2,11150,0.353516,0.537861
2,11200,0.667969,0.537861
2,11250,0.398438,0.537410
2,11300,0.667969,0.537861
2,11350,0.589844,0.537560
2,11400,0.503906,0.537710
2,11450,0.851562,0.536959
2,11500,0.527344,0.537109
2,11550,0.660156,0.537560
2,11600,0.667969,0.536959
2,11650,0.601562,0.537109
2,11700,0.593750,0.536809
2,11750,0.605469,0.535607
2,11800,0.601562,0.536959
2,11850,0.503906,0.534856
2,11900,0.437500,0.535907
2,11950,0.408203,0.536959
2,12000,0.402344,0.535306
2,12050,0.332031,0.536659
2,12100,0.457031,0.535607
2,12150,0.820312,0.535306
2,12200,0.558594,0.535457
2,12250,0.648438,0.536058
2,12300,0.625000,0.535607
2,12350,0.312500,0.535907
2,12400,0.812500,0.536058
2,12450,0.503906,0.535907
2,12500,0.601562,0.536508
2,12550,0.437500,0.535757
2,12600,0.656250,0.536058
2,12650,0.613281,0.536959
2,12700,0.609375,0.536358
2,12750,0.476562,0.536208
2,12800,0.380859,0.536208
2,12850,0.687500,0.535907
2,12900,0.447266,0.535757
2,12950,0.609375,0.535156
2,13000,0.636719,0.534706
2,13050,0.593750,0.536058
2,13100,0.546875,0.536208
2,13150,0.359375,0.535907
2,13200,0.960938,0.535306
2,13250,0.476562,0.535607
2,13300,0.498047,0.535156
2,13350,0.359375,0.535156
2,13364,0.565593,0.534856
3,13400,0.585938,0.535306
3,13450,0.585938,0.535306
3,13500,0.390625,0.536659
3,13550,0.855469,0.536659
3,13600,0.437500,0.536358
3,13650,0.486328,0.535907
3,13700,0.703125,0.535457
3,13750,0.628906,0.535757
3,13800,0.550781,0.535607
3,13850,0.546875,0.535156
3,13900,0.466797,0.535907
3,13950,0.613281,0.536058
3,14000,0.480469,0.535907
3,14050,0.503906,0.535907
3,14100,0.750000,0.535156
3,14150,0.609375,0.535156
3,14200,0.593750,0.535457
3,14250,0.408203,0.534706
3,14300,0.542969,0.535156
3,14350,0.605469,0.535306
3,14400,0.386719,0.535156
3,14450,0.652344,0.536358
3,14500,0.574219,0.535457
3,14550,0.457031,0.536358
3,14600,0.601562,0.535607
3,14650,0.476562,0.536659
3,14700,0.593750,0.535457
3,14750,0.671875,0.535757
3,14800,0.542969,0.536058
3,14850,0.503906,0.535306
3,14900,0.363281,0.535306
3,14950,0.589844,0.536208
3,15000,0.632812,0.535607
3,15050,0.601562,0.534255
3,15100,0.453125,0.536358
3,15150,0.375000,0.534856
3,15200,0.710938,0.535457
3,15250,0.410156,0.535457
3,15300,0.406250,0.535156
3,15350,0.400391,0.534555
3,15400,0.953125,0.534255
3,15450,0.431641,0.535156
3,15500,0.605469,0.534856
3,15550,0.644531,0.535306
3,15600,0.562500,0.535907
3,15650,0.357422,0.535006
3,15700,0.625000,0.534555
3,15750,0.503906,0.534555
3,15800,0.605469,0.534706
3,15850,0.433594,0.535006
3,15900,0.345703,0.535607
3,15950,0.527344,0.535757
3,16000,0.431641,0.535156
3,16050,0.613281,0.535306
3,16100,0.628906,0.534856
3,16150,0.726562,0.535156
3,16200,0.535156,0.534856
3,16250,0.498047,0.535757
3,16300,0.333984,0.535457
3,16350,0.695312,0.535457
3,16400,0.378906,0.534856
3,16450,0.687500,0.534856
3,16500,0.507812,0.534405
3,16550,0.519531,0.533654
3,16600,0.376953,0.534255
3,16650,0.695312,0.533353
3,16700,0.337891,0.535006
3,16750,0.871094,0.534856
3,16800,0.257812,0.534706
3,16850,0.511719,0.533954
3,16900,0.621094,0.534105
3,16950,0.558594,0.533654
3,17000,0.617188,0.533804
3,17050,0.486328,0.533504
3,17100,0.906250,0.533954
3,17150,0.671875,0.534706
3,17200,0.964844,0.534105
3,17250,0.562500,0.533203
3,17300,0.636719,0.533504
3,17350,0.671875,0.534105
3,17400,0.867188,0.532602
3,17450,0.578125,0.532903
3,17500,0.410156,0.532903
3,17550,0.318359,0.533053
3,17600,0.574219,0.532602
3,17650,0.980469,0.533353
3,17700,0.796875,0.533203
3,17750,0.574219,0.533654
3,17800,0.527344,0.532752
3,17850,0.439453,0.532903
3,17900,0.421875,0.532302
3,17950,0.992188,0.533504
3,18000,0.345703,0.533053
3,18050,0.443359,0.533504
3,18100,0.417969,0.531851
3,18150,0.470703,0.532903
3,18200,0.304688,0.532602
3,18250,0.460938,0.533954
3,18300,0.388672,0.533053
3,18350,0.443359,0.533654
3,18400,0.464844,0.533654
3,18450,0.687500,0.533053
3,18500,0.609375,0.533654
3,18550,0.726562,0.533203
3,18600,0.472656,0.533203
3,18650,0.291016,0.532452
3,18700,0.447266,0.532903
3,18750,0.402344,0.532452
3,18800,0.609375,0.532452
3,18850,0.734375,0.532602
3,18900,0.570312,0.532752
3,18950,0.480469,0.532151
3,19000,0.371094,0.533053
3,19050,0.425781,0.532602
3,19100,0.707031,0.534405
3,19150,0.392578,0.534105
3,19200,0.871094,0.533353
3,19250,0.714844,0.532602
3,19300,0.601562,0.532302
3,19350,0.410156,0.533053
3,19400,0.519531,0.533353
3,19450,0.613281,0.532001
3,19500,0.656250,0.532602
3,19550,0.539062,0.532602
3,19600,0.691406,0.533203
3,19650,0.621094,0.533353
3,19700,0.433594,0.534105
3,19750,0.404297,0.533353
3,19800,0.435547,0.533203
3,19850,0.738281,0.533804
3,19900,0.488281,0.534255
3,19950,0.417969,0.532602
3,20000,0.435547,0.533954
3,20046,0.556073,0.534255
